i,cost,numIterations,objectiveScaled,objectiveUnscaled,dualInfeasibilityScaled,dualInfeasibilityUnscaled,constraintViolationScaled,constraintViolationUnscaled,variableBoundViolationScaled,variableBoundViolationUnscaled,complementarityScaled,complementarityUnscaled,overallNLPErrorScaled,overallNLPErrorUnscaled,numObjectiveFunctionEvals,numObjectiveGradientEvals,numEqualityConstraintEvals,numInequalityConstraintEvals,numEqualityConstraintJacobianEvals,numInequalityConstraintJacobianEvals,numLagrangianHessianEvals,totalSeconds,convergedToOptimalFlag
474,0.16606058180332184,59,0.09586472701542292,0.09586472701542292,0.00561856724482368,0.00561856724482368,0.67954812104785,0.67954812104785,9.998726180349138e-09,9.998726180349138e-09,1.672030274409646e-08,1.672030274409646e-08,0.67954812104785,0.67954812104785,69,17,69,0,63,0,60,0.058,0
475,0.12751726806163788,85,0.07160246601514321,0.07160246601514321,0.0005511543316709515,0.0005511543316709515,0.04050968675526975,0.04050968675526975,9.995055116895912e-09,9.995055116895912e-09,7.183335847064802e-09,7.183335847064802e-09,0.04050968675526975,0.04050968675526975,134,56,134,0,96,0,86,0.305,0
476,0.09281916916370392,18,0.09108048202435415,0.09108048202435415,2.5063343216260102e-14,2.5063343216260102e-14,2.744332538995309e-15,2.744332538995309e-15,0.0,0.0,8.21367412185911e-09,8.21367412185911e-09,8.21367412185911e-09,8.21367412185911e-09,19,19,19,0,19,0,18,0.16,1
477,0.17027558386325836,60,0.10618421959920565,0.10618421959920565,0.005375325484178392,0.005375325484178392,0.574739219818097,0.574739219818097,2.0339243622657932e-08,2.0339243622657932e-08,2.215994178598206e-09,2.215994178598206e-09,0.574739219818097,0.574739219818097,81,19,81,0,65,0,61,0.056,0
478,0.1725412905216217,58,0.10190039905258684,0.10190039905258684,0.0006807308378006888,0.0006807308378006888,0.06316824249437974,0.06316824249437974,1.7565384924367322e-08,1.7565384924367322e-08,9.316215539007757e-10,9.316215539007757e-10,0.06316824249437974,0.06316824249437974,75,30,75,0,64,0,59,0.241,0
479,0.016291819512844086,16,0.06218885164242725,0.06218885164242725,9.093584510838227e-15,9.093584510838227e-15,1.5543122344752192e-15,1.5543122344752192e-15,0.0,0.0,2.8663691116004992e-09,2.8663691116004992e-09,2.8663691116004992e-09,2.8663691116004992e-09,17,17,17,0,17,0,16,0.057,1
480,0.1665058434009552,24,0.12557661956486466,0.12557661956486466,9.106339472929214e-15,9.106339472929214e-15,2.8549211605888303e-15,2.8549211605888303e-15,0.0,0.0,3.2552017579668232e-09,3.2552017579668232e-09,3.2552017579668232e-09,3.2552017579668232e-09,25,25,25,0,25,0,24,0.177,1
481,0.1341346651315689,31,0.07681211384846087,0.07681211384846087,0.004422221686428206,0.004422221686428206,0.5049308245672066,0.5049308245672066,9.998842309677514e-09,9.998842309677514e-09,1.3074821333198165e-08,1.3074821333198165e-08,0.5049308245672066,0.5049308245672066,37,17,37,0,35,0,32,0.039,0
482,0.11738206446170807,54,0.20191837021048453,0.20191837021048453,0.00040606449075501674,0.00040606449075501674,0.15320022644518727,0.15320022644518727,2.677146282437093e-08,2.677146282437093e-08,7.412124959577356e-09,7.412124959577356e-09,0.15320022644518727,0.15320022644518727,80,29,80,0,62,0,55,0.549,0
483,0.17075328528881073,26,0.33336709229643857,0.33336709229643857,2.5139612613855888e-14,2.5139612613855888e-14,4.19976553533985e-15,4.19976553533985e-15,1.6470644847998983e-08,1.6470644847998983e-08,2.7751701931921833e-09,2.7751701931921833e-09,2.7751701931921833e-09,2.7751701931921833e-09,27,27,27,0,27,0,26,0.191,1
484,0.14974316954612732,45,0.0892596836742069,0.0892596836742069,0.0019797673723473963,0.0019797673723473963,0.521180854069886,0.521180854069886,9.96726512436652e-09,9.96726512436652e-09,4.984986407470146e-08,4.984986407470146e-08,0.521180854069886,0.521180854069886,68,18,68,0,50,0,46,0.065,0
485,0.13604174554347992,27,0.09078702525585988,0.09078702525585988,9.106004679020908e-15,9.106004679020908e-15,1.5543122344752192e-15,1.5543122344752192e-15,0.0,0.0,1.4394673264379126e-09,1.4394673264379126e-09,1.4394673264379126e-09,1.4394673264379126e-09,28,28,28,0,28,0,27,0.508,1
486,0.18813662230968475,21,0.17068980379184218,0.17068980379184218,2.5071969621479344e-14,2.5071969621479344e-14,2.9516319943745373e-15,2.9516319943745373e-15,0.0,0.0,3.199246312560171e-09,3.199246312560171e-09,3.199246312560171e-09,3.199246312560171e-09,22,22,22,0,22,0,21,0.111,1
487,0.02994365803897381,15,0.041757609146521074,0.041757609146521074,9.098701741275055e-15,9.098701741275055e-15,1.5543122344752192e-15,1.5543122344752192e-15,0.0,0.0,6.898076106233243e-09,6.898076106233243e-09,6.898076106233243e-09,6.898076106233243e-09,16,16,16,0,16,0,15,0.108,1
488,0.11181355267763138,22,0.28225855103382147,0.28225855103382147,2.50670022894044e-14,2.50670022894044e-14,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,5.619581054208163e-09,5.619581054208163e-09,5.619581054208163e-09,5.619581054208163e-09,23,23,23,0,23,0,22,0.401,1
489,0.15669751167297363,65,0.25023602242088383,0.25023602242088383,0.0013489639139543472,0.0013489639139543472,0.09022125118859756,0.09022125118859756,2.9356563402416214e-08,2.9356563402416214e-08,2.590984103475319e-09,2.590984103475319e-09,0.09022125118859756,0.09022125118859756,79,30,79,0,71,0,66,0.197,0
490,0.09548892825841904,25,0.054937558419345556,0.054937558419345556,9.124645483638005e-15,9.124645483638005e-15,7.025630077706069e-16,7.025630077706069e-16,0.0,0.0,2.1842240658849893e-09,2.1842240658849893e-09,2.1842240658849893e-09,2.1842240658849893e-09,26,26,26,0,26,0,25,0.084,1
491,0.09761118143796921,18,0.06980473289337401,0.06980473289337401,9.106648998951347e-15,9.106648998951347e-15,1.5543122344752192e-15,1.5543122344752192e-15,0.0,0.0,3.1012849983576455e-09,3.1012849983576455e-09,3.1012849983576455e-09,3.1012849983576455e-09,19,19,19,0,19,0,18,0.165,1
492,0.14336185157299042,14,0.1541597208612681,0.1541597208612681,9.097133176877445e-15,9.097133176877445e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,2.2614369928087518e-09,2.2614369928087518e-09,2.2614369928087518e-09,2.2614369928087518e-09,15,15,15,0,15,0,14,0.029,1
493,0.1686943918466568,15,0.09371695616052927,0.09371695616052927,9.10507690166534e-15,9.10507690166534e-15,3.885780586188048e-16,3.885780586188048e-16,0.0,0.0,3.4107486343181487e-09,3.4107486343181487e-09,3.4107486343181487e-09,3.4107486343181487e-09,16,16,16,0,16,0,15,0.064,1
494,0.08058618754148483,16,0.2166077460993673,0.2166077460993673,2.5066644010804528e-14,2.5066644010804528e-14,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,6.44486188985943e-09,6.44486188985943e-09,6.44486188985943e-09,6.44486188985943e-09,17,17,17,0,17,0,16,0.033,1
495,0.13197247684001923,203,0.22419600627608985,0.22419600627608985,0.00028725807332546173,0.00028725807332546173,0.002014341354110236,0.002014341354110236,2.8074086166895995e-08,2.8074086166895995e-08,4.2186243130548e-09,4.2186243130548e-09,0.002014341354110236,0.002014341354110236,276,113,276,0,221,0,204,6.292,0
496,0.1783890575170517,118,0.09807253630220948,0.09807253630220948,0.0003910037639868942,0.0003910037639868942,0.026963101698056446,0.026963101698056446,9.987074722772604e-09,9.987074722772604e-09,3.0855206562454437e-09,3.0855206562454437e-09,0.026963101698056446,0.026963101698056446,158,84,158,0,130,0,119,1.076,0
497,0.08609238266944885,16,0.06124346311526771,0.06124346311526771,9.097625799741757e-15,9.097625799741757e-15,8.881784197001252e-16,8.881784197001252e-16,0.0,0.0,1.3026688604900138e-09,1.3026688604900138e-09,1.3026688604900138e-09,1.3026688604900138e-09,17,17,17,0,17,0,16,0.04,1
498,0.12873941659927368,13,0.29124548531659333,0.29124548531659333,2.5062468283751557e-14,2.5062468283751557e-14,4.440892098500626e-15,4.440892098500626e-15,0.0,0.0,4.3197291609015825e-09,4.3197291609015825e-09,4.3197291609015825e-09,4.3197291609015825e-09,14,14,14,0,14,0,13,0.037,1
499,0.08531437814235687,64,0.11195825545554602,0.11195825545554602,0.0002414309881496137,0.0002414309881496137,0.03308838005158883,0.03308838005158883,1.853329156809025e-08,1.853329156809025e-08,9.980475667518882e-09,9.980475667518882e-09,0.03308838005158883,0.03308838005158883,106,35,106,0,72,0,65,0.823,0
500,0.13353204727172852,84,0.1355786530328637,0.1355786530328637,0.0004974663941105503,0.0004974663941105503,0.019455711538652356,0.019455711538652356,1.8286477221352015e-08,1.8286477221352015e-08,2.694163958436724e-09,2.694163958436724e-09,0.019455711538652356,0.019455711538652356,117,53,117,0,94,0,85,0.42,0
501,0.14128535985946655,24,0.10352451438814556,0.10352451438814556,9.116799576266266e-15,9.116799576266266e-15,3.030561912531482e-15,3.030561912531482e-15,1.7643917882281812e-08,1.7643917882281812e-08,3.4043367372372017e-09,3.4043367372372017e-09,3.4043367372372017e-09,3.4043367372372017e-09,25,25,25,0,25,0,24,0.273,1
502,0.07324688881635666,48,0.045451954222113136,0.045451954222113136,0.00014194717914506327,0.00014194717914506327,0.3553378272217553,0.3553378272217553,9.999545524941311e-09,9.999545524941311e-09,1.5796505667719155e-09,1.5796505667719155e-09,0.3553378272217553,0.3553378272217553,67,24,67,0,54,0,49,0.478,0
503,0.1285480260848999,96,0.07198544679320791,0.07198544679320791,0.00026719615228667137,0.00026719615228667137,0.04009136015167983,0.04009136015167983,1.0338052414127219e-08,1.0338052414127219e-08,4.1858433302401895e-09,4.1858433302401895e-09,0.04009136015167983,0.04009136015167983,145,72,145,0,109,0,97,0.96,0
504,0.17779265344142914,13,0.2334028937653451,0.2334028937653451,2.5076599762476568e-14,2.5076599762476568e-14,4.846817391879199e-15,4.846817391879199e-15,0.0,0.0,2.584045549519049e-09,2.584045549519049e-09,2.584045549519049e-09,2.584045549519049e-09,14,14,14,0,14,0,13,0.113,1
505,0.13345742225646973,185,0.06822790064527097,0.06822790064527097,9.330110732478498e-05,9.330110732478498e-05,0.004658524632879425,0.004658524632879425,9.980136272957907e-09,9.980136272957907e-09,9.067003547685024e-09,9.067003547685024e-09,0.004658524632879425,0.004658524632879425,241,97,241,0,200,0,186,3.562,0
506,0.08929785341024399,55,0.3216942912023394,0.3216942912023394,0.000852568836039005,0.000852568836039005,0.15514411245527285,0.15514411245527285,3.750515720213343e-08,3.750515720213343e-08,1.1212714410802727e-09,1.1212714410802727e-09,0.15514411245527285,0.15514411245527285,71,26,71,0,61,0,56,0.226,0
507,0.18741771578788757,56,0.10010033392019702,0.10010033392019702,0.00032221100943495,0.00032221100943495,0.019598460197879447,0.019598460197879447,9.994219674069882e-09,9.994219674069882e-09,2.6080426972468055e-09,2.6080426972468055e-09,0.019598460197879447,0.019598460197879447,78,30,78,0,64,0,57,0.282,0
508,0.153983473777771,76,0.08832862256953708,0.08832862256953708,0.0045825592239907564,0.0045825592239907564,0.30051091207554537,0.30051091207554537,9.998545547063031e-09,9.998545547063031e-09,2.0029364514361016e-09,2.0029364514361016e-09,0.30051091207554537,0.30051091207554537,92,24,92,0,82,0,77,0.066,0
509,0.10497412830591202,18,0.16846718724963322,0.16846718724963322,9.094903683589875e-15,9.094903683589875e-15,2.6645352591003757e-15,2.6645352591003757e-15,0.0,0.0,3.870894518439802e-09,3.870894518439802e-09,3.870894518439802e-09,3.870894518439802e-09,19,19,19,0,19,0,18,0.048,1
510,0.15650133788585663,73,0.10033760948746005,0.10033760948746005,0.000990183617309289,0.000990183617309289,0.058405526769470084,0.058405526769470084,1.7308329436360737e-08,1.7308329436360737e-08,3.3456062280478665e-09,3.3456062280478665e-09,0.058405526769470084,0.058405526769470084,108,43,108,0,83,0,74,0.186,0
511,0.14368955790996552,148,0.08331346603003985,0.08331346603003985,0.00017121720594224068,0.00017121720594224068,0.009415581304418833,0.009415581304418833,1.373001090598791e-08,1.373001090598791e-08,1.638109059239665e-08,1.638109059239665e-08,0.009415581304418833,0.009415581304418833,198,91,198,0,161,0,149,2.042,0
512,0.08447422087192535,12,0.05530683314115709,0.05530683314115709,9.093058369374723e-15,9.093058369374723e-15,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,9.137039159885844e-10,9.137039159885844e-10,9.137039159885844e-10,9.137039159885844e-10,13,13,13,0,13,0,12,0.025,1
513,0.1590513288974762,12,0.11597907615586145,0.11597907615586145,2.5063557121857786e-14,2.5063557121857786e-14,1.1102230246251565e-15,1.1102230246251565e-15,0.0,0.0,9.30009484303235e-09,9.30009484303235e-09,9.30009484303235e-09,9.30009484303235e-09,13,13,13,0,13,0,12,0.025,1
514,0.1633124202489853,18,0.11840674085281266,0.11840674085281266,9.107247215970346e-15,9.107247215970346e-15,2.8531864371128535e-15,2.8531864371128535e-15,0.0,0.0,3.1155512539972478e-09,3.1155512539972478e-09,3.1155512539972478e-09,3.1155512539972478e-09,19,19,19,0,19,0,18,0.205,1
515,0.044972941279411316,21,0.02967840275318133,0.02967840275318133,2.5062689852764026e-14,2.5062689852764026e-14,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,6.876381239253063e-09,6.876381239253063e-09,6.876381239253063e-09,6.876381239253063e-09,22,22,22,0,22,0,21,0.058,1
516,0.12277795374393463,82,0.07175643838871901,0.07175643838871901,9.579487364887456e-05,9.579487364887456e-05,0.11624884421564946,0.11624884421564946,9.988686044959394e-09,9.988686044959394e-09,2.9564906610173226e-09,2.9564906610173226e-09,0.11624884421564946,0.11624884421564946,98,57,98,0,88,0,83,0.735,0
517,0.17690329253673553,138,0.20434513960615114,0.20434513960615114,0.0002823180260021624,0.0002823180260021624,0.010935528620470784,0.010935528620470784,2.8781084182583072e-08,2.8781084182583072e-08,3.702331991327184e-09,3.702331991327184e-09,0.010935528620470784,0.010935528620470784,178,66,178,0,150,0,139,2.266,0
518,0.1746886521577835,81,0.3769066375773217,0.3769066375773217,0.0005087425416666155,0.0005087425416666155,0.06246155214272524,0.06246155214272524,3.812552007431691e-08,3.812552007431691e-08,4.200217234072904e-09,4.200217234072904e-09,0.06246155214272524,0.06246155214272524,131,51,131,0,90,0,82,1.116,0
519,0.12707802653312683,33,0.7386372068975536,0.7386372068975536,2.5120485339357465e-14,2.5120485339357465e-14,7.288440684316555e-15,7.288440684316555e-15,3.8539808677739984e-08,3.8539808677739984e-08,3.178240780402406e-09,3.178240780402406e-09,3.178240780402406e-09,3.178240780402406e-09,39,34,39,0,34,0,33,0.328,1
520,0.167710080742836,15,0.38273779608929875,0.38273779608929875,9.096255210684003e-15,9.096255210684003e-15,3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,2.364828380387588e-09,2.364828380387588e-09,2.364828380387588e-09,2.364828380387588e-09,16,16,16,0,16,0,15,0.026,1
521,0.08037872612476349,12,0.08829918936791686,0.08829918936791686,2.5066031535880107e-14,2.5066031535880107e-14,1.6167622796103842e-15,1.6167622796103842e-15,0.0,0.0,3.0578674439277076e-09,3.0578674439277076e-09,3.0578674439277076e-09,3.0578674439277076e-09,13,13,13,0,13,0,12,0.027,1
522,0.13825199007987976,113,0.07090205207359407,0.07090205207359407,0.0001573116072664548,0.0001573116072664548,0.009247978219975984,0.009247978219975984,9.977038084585388e-09,9.977038084585388e-09,2.838114425471902e-09,2.838114425471902e-09,0.009247978219975984,0.009247978219975984,135,54,135,0,121,0,114,1.447,0
523,0.18942038714885712,16,0.120089220617723,0.120089220617723,9.094235174003193e-15,9.094235174003193e-15,1.3322676295501878e-15,1.3322676295501878e-15,0.0,0.0,4.120710788734456e-09,4.120710788734456e-09,4.120710788734456e-09,4.120710788734456e-09,17,17,17,0,17,0,16,0.144,1
524,0.09674166142940521,42,0.36939975976223155,0.36939975976223155,0.0016258567851969632,0.0016258567851969632,0.17985944244962576,0.17985944244962576,4.535913866732244e-08,4.535913866732244e-08,5.270040967662327e-09,5.270040967662327e-09,0.17985944244962576,0.17985944244962576,56,18,56,0,47,0,43,0.08,0
525,0.11824595183134079,14,0.08486092622530611,0.08486092622530611,9.099484967991399e-15,9.099484967991399e-15,1.3322676295501878e-15,1.3322676295501878e-15,0.0,0.0,4.789708221553018e-09,4.789708221553018e-09,4.789708221553018e-09,4.789708221553018e-09,15,15,15,0,15,0,14,0.053,1
526,0.14661546051502228,18,0.5588602388596327,0.5588602388596327,9.097650886061784e-15,9.097650886061784e-15,6.928919243920362e-15,6.928919243920362e-15,0.0,0.0,4.916506436825836e-09,4.916506436825836e-09,4.916506436825836e-09,4.916506436825836e-09,19,19,19,0,19,0,18,0.076,1
527,0.17085765302181244,72,0.09501258836146723,0.09501258836146723,0.0033906428165757585,0.0033906428165757585,0.1889680648963363,0.1889680648963363,9.998639138864007e-09,9.998639138864007e-09,1.1086172788413087e-09,1.1086172788413087e-09,0.1889680648963363,0.1889680648963363,107,46,107,0,80,0,73,0.09,0
528,0.10629785060882568,21,0.0601065090694143,0.0601065090694143,9.095415791934287e-15,9.095415791934287e-15,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,1.8382453843555396e-09,1.8382453843555396e-09,1.8382453843555396e-09,1.8382453843555396e-09,22,22,22,0,22,0,21,0.204,1
529,0.05572785437107086,25,0.038359378149078256,0.038359378149078256,2.5069772418014166e-14,2.5069772418014166e-14,7.882149793969617e-16,7.882149793969617e-16,0.0,0.0,4.404834637242955e-09,4.404834637242955e-09,4.404834637242955e-09,4.404834637242955e-09,26,26,26,0,26,0,25,0.229,1
530,0.14921589195728302,70,0.0787350690768598,0.0787350690768598,0.0007492540862512253,0.0007492540862512253,0.021222592422514716,0.021222592422514716,9.980846704671364e-09,9.980846704671364e-09,3.994853497594346e-09,3.994853497594346e-09,0.021222592422514716,0.021222592422514716,100,50,100,0,78,0,71,0.302,0
531,0.11203522235155106,14,0.08066636634923535,0.08066636634923535,9.098099034319692e-15,9.098099034319692e-15,1.3322676295501878e-15,1.3322676295501878e-15,0.0,0.0,1.0406522476285013e-09,1.0406522476285013e-09,1.0406522476285013e-09,1.0406522476285013e-09,15,15,15,0,15,0,14,0.109,1
532,0.08643398433923721,13,0.07233879970307647,0.07233879970307647,2.506202396988938e-14,2.506202396988938e-14,1.1102230246251565e-15,1.1102230246251565e-15,0.0,0.0,9.94607180549972e-09,9.94607180549972e-09,9.94607180549972e-09,9.94607180549972e-09,14,14,14,0,14,0,13,0.025,1
533,0.045218292623758316,39,0.027906810225326813,0.027906810225326813,0.0022197072004986446,0.0022197072004986446,0.5279131163602411,0.5279131163602411,1.1983435133089415e-08,1.1983435133089415e-08,6.063385044790929e-09,6.063385044790929e-09,0.5279131163602411,0.5279131163602411,50,19,50,0,44,0,40,0.053,0
534,0.10250604897737503,19,0.05831206672500868,0.05831206672500868,2.50610731406645e-14,2.50610731406645e-14,8.881784197001252e-16,8.881784197001252e-16,0.0,0.0,9.243217249261686e-09,9.243217249261686e-09,9.243217249261686e-09,9.243217249261686e-09,20,20,20,0,20,0,19,0.191,1
535,0.16818846762180328,93,0.09814959926504029,0.09814959926504029,0.0012624154017395934,0.0012624154017395934,0.12300531796565026,0.12300531796565026,1.1063897797924938e-08,1.1063897797924938e-08,4.200467838275904e-08,4.200467838275904e-08,0.12300531796565026,0.12300531796565026,131,69,131,0,104,0,94,0.233,0
536,0.03924528509378433,16,0.257513808712888,0.257513808712888,9.095107925960246e-15,9.095107925960246e-15,5.329070518200751e-15,5.329070518200751e-15,0.0,0.0,2.9330680905532077e-09,2.9330680905532077e-09,2.9330680905532077e-09,2.9330680905532077e-09,17,17,17,0,17,0,16,0.192,1
