i,cost,numIterations,objectiveScaled,objectiveUnscaled,dualInfeasibilityScaled,dualInfeasibilityUnscaled,constraintViolationScaled,constraintViolationUnscaled,variableBoundViolationScaled,variableBoundViolationUnscaled,complementarityScaled,complementarityUnscaled,overallNLPErrorScaled,overallNLPErrorUnscaled,numObjectiveFunctionEvals,numObjectiveGradientEvals,numEqualityConstraintEvals,numInequalityConstraintEvals,numEqualityConstraintJacobianEvals,numInequalityConstraintJacobianEvals,numLagrangianHessianEvals,totalSeconds,convergedToOptimalFlag
384,0.19574804604053497,10,0.2331578365290562,0.2331578365290562,2.5066367683469484e-14,2.5066367683469484e-14,5.376124892486622e-15,5.376124892486622e-15,0.0,0.0,3.862981344253739e-09,3.862981344253739e-09,3.862981344253739e-09,3.862981344253739e-09,11,11,11,0,11,0,10,0.096,1
385,0.061724234372377396,19,0.10714666956762416,0.10714666956762416,2.5066174455319163e-14,2.5066174455319163e-14,3.1298748315311542e-15,3.1298748315311542e-15,0.0,0.0,3.227132473673303e-09,3.227132473673303e-09,3.227132473673303e-09,3.227132473673303e-09,20,20,20,0,20,0,19,0.19,1
386,0.16185055673122406,102,0.08438647989540113,0.08438647989540113,0.00044363713293919457,0.00044363713293919457,0.4894629519521061,0.4894629519521061,9.996620642382936e-09,9.996620642382936e-09,1.7996257165461457e-09,1.7996257165461457e-09,0.4894629519521061,0.4894629519521061,111,26,111,0,107,0,103,0.366,0
387,0.09811276942491531,17,0.22981797369963478,0.22981797369963478,9.106462943077322e-15,9.106462943077322e-15,5.768822919360872e-15,5.768822919360872e-15,0.0,0.0,3.2399611788360377e-09,3.2399611788360377e-09,3.2399611788360377e-09,3.2399611788360377e-09,18,18,18,0,18,0,17,0.173,1
388,0.15562228858470917,90,0.08037846110405424,0.08037846110405424,0.00023126700602002127,0.00023126700602002127,0.007215045805405388,0.007215045805405388,9.984932880513497e-09,9.984932880513497e-09,5.069050378287221e-09,5.069050378287221e-09,0.007215045805405388,0.007215045805405388,142,60,142,0,103,0,91,0.674,0
389,0.12936227023601532,63,0.10706694295041325,0.10706694295041325,0.0010133598310630987,0.0010133598310630987,0.08583060591427241,0.08583060591427241,1.799454452111604e-08,1.799454452111604e-08,3.5258480589679985e-09,3.5258480589679985e-09,0.08583060591427241,0.08583060591427241,82,28,82,0,69,0,64,0.139,0
390,0.17996808886528015,15,0.10983299826017183,0.10983299826017183,2.5074779956857145e-14,2.5074779956857145e-14,1.3322676295501878e-15,1.3322676295501878e-15,0.0,0.0,7.811382696132612e-09,7.811382696132612e-09,7.811382696132612e-09,7.811382696132612e-09,16,16,16,0,16,0,15,0.097,1
391,0.15592315793037415,24,0.09371008469073788,0.09371008469073788,9.13183038767353e-15,9.13183038767353e-15,1.4883927423881005e-15,1.4883927423881005e-15,9.731095707010695e-09,9.731095707010695e-09,2.6815356880148326e-09,2.6815356880148326e-09,2.6815356880148326e-09,2.6815356880148326e-09,25,25,25,0,25,0,24,0.077,1
392,0.16944089531898499,82,0.36690384562149264,0.36690384562149264,0.0008385877507513253,0.0008385877507513253,0.047147175066177584,0.047147175066177584,3.7728026036631945e-08,3.7728026036631945e-08,9.552458993160562e-10,9.552458993160562e-10,0.047147175066177584,0.047147175066177584,108,46,108,0,91,0,83,0.371,0
393,0.14592058956623077,17,0.42117968233998593,0.42117968233998593,2.5065842362775943e-14,2.5065842362775943e-14,5.1209037010835345e-15,5.1209037010835345e-15,0.0,0.0,3.739493461403725e-09,3.739493461403725e-09,3.739493461403725e-09,3.739493461403725e-09,18,18,18,0,18,0,17,0.043,1
394,0.14527596533298492,16,0.1969673072204578,0.1969673072204578,2.507306647744725e-14,2.507306647744725e-14,3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,9.018569634344003e-09,9.018569634344003e-09,9.018569634344003e-09,9.018569634344003e-09,17,17,17,0,17,0,16,0.031,1
395,0.1412169337272644,66,0.07281763131066986,0.07281763131066986,0.0001744267848978748,0.0001744267848978748,0.2062341516050767,0.2062341516050767,9.981982018736346e-09,9.981982018736346e-09,3.269777721223778e-09,3.269777721223778e-09,0.2062341516050767,0.2062341516050767,88,30,88,0,73,0,67,0.532,0
396,0.15779580175876617,78,0.21194304973122724,0.21194304973122724,0.0004950884765122607,0.0004950884765122607,0.01575373768586199,0.01575373768586199,2.5732071140538437e-08,2.5732071140538437e-08,2.9269593180669127e-09,2.9269593180669127e-09,0.01575373768586199,0.01575373768586199,116,42,116,0,88,0,79,0.248,0
397,0.12500517070293427,18,0.1295541970708971,0.1295541970708971,9.102345501651854e-15,9.102345501651854e-15,1.6028844918025698e-15,1.6028844918025698e-15,0.0,0.0,5.474851825759635e-09,5.474851825759635e-09,5.474851825759635e-09,5.474851825759635e-09,19,19,19,0,19,0,18,0.034,1
398,0.10551287978887558,19,0.3508113302660562,0.3508113302660562,2.5098972820079574e-14,2.5098972820079574e-14,4.361094818605693e-15,4.361094818605693e-15,1.8393024880936082e-09,1.8393024880936082e-09,7.44957578313573e-09,7.44957578313573e-09,7.44957578313573e-09,7.44957578313573e-09,20,20,20,0,20,0,19,0.044,1
399,0.19734282791614532,74,0.11438732009549854,0.11438732009549854,0.00301043126916371,0.00301043126916371,0.2005757438471482,0.2005757438471482,9.999212680078529e-09,9.999212680078529e-09,1.242629218460252e-09,1.242629218460252e-09,0.2005757438471482,0.2005757438471482,120,46,120,0,82,0,75,0.099,0
400,0.09863845258951187,15,0.12899735371641374,0.12899735371641374,2.5073069104676273e-14,2.5073069104676273e-14,2.6645352591003757e-15,2.6645352591003757e-15,0.0,0.0,9.438802066119723e-09,9.438802066119723e-09,9.438802066119723e-09,9.438802066119723e-09,16,16,16,0,16,0,15,0.04,1
401,0.18588857352733612,62,0.10286720303803637,0.10286720303803637,0.0025068283414668713,0.0025068283414668713,0.3131481392479436,0.3131481392479436,9.997841554643117e-09,9.997841554643117e-09,1.7232529559414122e-09,1.7232529559414122e-09,0.3131481392479436,0.3131481392479436,78,26,78,0,67,0,63,0.087,0
402,0.11679752171039581,21,0.28310566116912284,0.28310566116912284,9.096515123240177e-15,9.096515123240177e-15,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,3.5436368828344193e-09,3.5436368828344193e-09,3.5436368828344193e-09,3.5436368828344193e-09,22,22,22,0,22,0,21,0.144,1
403,0.08433491736650467,15,0.396019661756871,0.396019661756871,2.5073423736753812e-14,2.5073423736753812e-14,5.329070518200751e-15,5.329070518200751e-15,0.0,0.0,3.117465426584401e-09,3.117465426584401e-09,3.117465426584401e-09,3.117465426584401e-09,16,16,16,0,16,0,15,0.04,1
404,0.19999654591083527,159,0.16468983343764626,0.16468983343764626,0.00028507635030199454,0.00028507635030199454,0.017467717981416154,0.017467717981416154,1.7638421612176103e-08,1.7638421612176103e-08,3.820614923656989e-09,3.820614923656989e-09,0.017467717981416154,0.017467717981416154,198,79,198,0,170,0,160,1.333,0
405,0.17514027655124664,21,0.19025626077868163,0.19025626077868163,2.507291242705228e-14,2.507291242705228e-14,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,5.092255422287772e-09,5.092255422287772e-09,5.092255422287772e-09,5.092255422287772e-09,22,22,22,0,22,0,21,0.097,1
406,0.09708841890096664,15,0.056277563069940736,0.056277563069940736,9.092220194704648e-15,9.092220194704648e-15,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,3.845076631804703e-09,3.845076631804703e-09,3.845076631804703e-09,3.845076631804703e-09,16,16,16,0,16,0,15,0.052,1
407,0.17660662531852722,15,0.11423737085417418,0.11423737085417418,2.5065766478260523e-14,2.5065766478260523e-14,1.1102230246251565e-15,1.1102230246251565e-15,0.0,0.0,6.4681492652996244e-09,6.4681492652996244e-09,6.4681492652996244e-09,6.4681492652996244e-09,16,16,16,0,16,0,15,0.033,1
408,0.16728729009628296,97,0.08781457879342269,0.08781457879342269,0.00012375992375128727,0.00012375992375128727,0.008518663375519972,0.008518663375519972,9.988691318518761e-09,9.988691318518761e-09,2.858165371590258e-09,2.858165371590258e-09,0.008518663375519972,0.008518663375519972,144,68,144,0,110,0,98,1.483,0
409,0.1693025380373001,12,0.2553777601063286,0.2553777601063286,2.506956497724656e-14,2.506956497724656e-14,3.972516759986888e-15,3.972516759986888e-15,0.0,0.0,2.508465392610235e-09,2.508465392610235e-09,2.508465392610235e-09,2.508465392610235e-09,13,13,13,0,13,0,12,0.037,1
410,0.07679670304059982,13,0.06332124183570038,0.06332124183570038,9.096261058850934e-15,9.096261058850934e-15,1.1275702593849246e-15,1.1275702593849246e-15,0.0,0.0,2.101209695027164e-09,2.101209695027164e-09,2.101209695027164e-09,2.101209695027164e-09,14,14,14,0,14,0,13,0.041,1
411,0.1971261352300644,16,0.18802210240351475,0.18802210240351475,2.5075105735323954e-14,2.5075105735323954e-14,3.020153571675621e-15,3.020153571675621e-15,0.0,0.0,7.159033827903328e-09,7.159033827903328e-09,7.159033827903328e-09,7.159033827903328e-09,17,17,17,0,17,0,16,0.062,1
412,0.1161814033985138,38,0.06814863534460835,0.06814863534460835,0.0029903955387965246,0.0029903955387965246,0.33299944761892886,0.33299944761892886,9.99954546943016e-09,9.99954546943016e-09,3.5930871670349155e-08,3.5930871670349155e-08,0.33299944761892886,0.33299944761892886,47,22,47,0,43,0,39,0.049,0
413,0.192127987742424,19,0.11819943118257575,0.11819943118257575,2.5065655454905887e-14,2.5065655454905887e-14,1.3166551182663966e-15,1.3166551182663966e-15,0.0,0.0,4.113804006669528e-09,4.113804006669528e-09,4.113804006669528e-09,4.113804006669528e-09,20,20,20,0,20,0,19,0.058,1
414,0.08627047389745712,23,0.08889813676364397,0.08889813676364397,2.5066093515696225e-14,2.5066093515696225e-14,1.5543122344752192e-15,1.5543122344752192e-15,0.0,0.0,6.448601902817299e-09,6.448601902817299e-09,6.448601902817299e-09,6.448601902817299e-09,24,24,24,0,24,0,23,0.049,1
415,0.1271255910396576,40,0.4650718856623491,0.4650718856623491,0.004937709702673597,0.004937709702673597,0.09590577754647105,0.09590577754647105,4.6030216083181585e-08,4.6030216083181585e-08,2.8564582569110818e-09,2.8564582569110818e-09,0.09590577754647105,0.09590577754647105,58,17,58,0,45,0,41,0.096,0
416,0.149868905544281,71,0.5778701032360227,0.5778701032360227,0.0011760010749472891,0.0011760010749472891,0.32272721664611903,0.32272721664611903,5.055967733369471e-08,5.055967733369471e-08,1.3514184768593963e-09,1.3514184768593963e-09,0.32272721664611903,0.32272721664611903,83,26,83,0,76,0,72,0.252,0
417,0.1733456552028656,20,0.1710407280402747,0.1710407280402747,2.5064007604419382e-14,2.5064007604419382e-14,2.6645352591003757e-15,2.6645352591003757e-15,0.0,0.0,7.2363574332580315e-09,7.2363574332580315e-09,7.2363574332580315e-09,7.2363574332580315e-09,22,21,22,0,21,0,20,0.043,1
418,0.12536561489105225,93,0.068248763816497,0.068248763816497,9.151417566499731e-05,9.151417566499731e-05,0.012226590876942332,0.012226590876942332,9.991957039545696e-09,9.991957039545696e-09,4.11712421757457e-09,4.11712421757457e-09,0.012226590876942332,0.012226590876942332,126,56,126,0,104,0,94,1.276,0
419,0.142652228474617,23,0.13646405752115404,0.13646405752115404,2.508255647452884e-14,2.508255647452884e-14,2.620299810462967e-15,2.620299810462967e-15,0.0,0.0,4.5503711193975436e-09,4.5503711193975436e-09,4.5503711193975436e-09,4.5503711193975436e-09,24,24,24,0,24,0,23,0.066,1
420,0.14682935178279877,77,0.08075561841433439,0.08075561841433439,0.0003043094969825688,0.0003043094969825688,0.03283409129081616,0.03283409129081616,9.993154082010847e-09,9.993154082010847e-09,3.6637168302753924e-09,3.6637168302753924e-09,0.03283409129081616,0.03283409129081616,105,54,105,0,86,0,78,0.59,0
421,0.027838824316859245,18,0.057333584904002026,0.057333584904002026,9.09468839784134e-15,9.09468839784134e-15,1.5543122344752192e-15,1.5543122344752192e-15,0.0,0.0,2.977394653939378e-09,2.977394653939378e-09,2.977394653939378e-09,2.977394653939378e-09,19,19,19,0,19,0,18,0.072,1
422,0.10663821548223495,33,0.0720800385738154,0.0720800385738154,0.0020811049795501553,0.0020811049795501553,0.6853691225982368,0.6853691225982368,1.6688579629331457e-08,1.6688579629331457e-08,4.9852889826190965e-09,4.9852889826190965e-09,0.6853691225982368,0.6853691225982368,39,17,39,0,37,0,34,0.085,0
423,0.17255420982837677,120,0.09098353546703888,0.09098353546703888,0.0001752271043926612,0.0001752271043926612,0.01416253131033506,0.01416253131033506,9.98825799847225e-09,9.98825799847225e-09,2.7733482832581353e-09,2.7733482832581353e-09,0.01416253131033506,0.01416253131033506,143,58,143,0,127,0,121,1.234,0
424,0.12291619181632996,79,0.06837636733469764,0.06837636733469764,0.0014851291755348939,0.0014851291755348939,0.11111062693459275,0.11111062693459275,9.990879346055692e-09,9.990879346055692e-09,4.515565984038481e-09,4.515565984038481e-09,0.11111062693459275,0.11111062693459275,124,36,124,0,87,0,80,0.154,0
425,0.10734248906373978,41,0.06311753206710846,0.06311753206710846,0.0061844252480791,0.0061844252480791,0.782668330815082,0.782668330815082,9.998845085235075e-09,9.998845085235075e-09,9.097060781881063e-09,9.097060781881063e-09,0.782668330815082,0.782668330815082,47,15,47,0,45,0,42,0.042,0
426,0.16580350697040558,83,0.08877070782531454,0.08877070782531454,0.0002647120708445527,0.0002647120708445527,0.18418498556687848,0.18418498556687848,9.996140470924786e-09,9.996140470924786e-09,3.5141824086634516e-09,3.5141824086634516e-09,0.18418498556687848,0.18418498556687848,98,38,98,0,89,0,84,0.956,0
427,0.14222204685211182,45,0.07983984516576617,0.07983984516576617,0.0029269760813122048,0.0029269760813122048,0.5328779480222738,0.5328779480222738,9.998340155803476e-09,9.998340155803476e-09,3.734663601377223e-09,3.734663601377223e-09,0.5328779480222738,0.5328779480222738,59,25,59,0,50,0,46,0.065,0
428,0.04394170269370079,33,0.025870954959168663,0.025870954959168663,0.00023100995508684719,0.00023100995508684719,0.3744918723601129,0.3744918723601129,9.999545524941311e-09,9.999545524941311e-09,4.410104703639405e-09,4.410104703639405e-09,0.3744918723601129,0.3744918723601129,39,17,39,0,37,0,34,0.222,0
429,0.15704470872879028,88,0.08515256167978673,0.08515256167978673,0.00023333313212958728,0.00023333313212958728,0.019740592166305644,0.019740592166305644,9.992543903436513e-09,9.992543903436513e-09,4.220191718239589e-09,4.220191718239589e-09,0.019740592166305644,0.019740592166305644,132,54,132,0,100,0,89,0.701,0
430,0.16590620577335358,61,0.08712645234499532,0.08712645234499532,0.0006236954760320926,0.0006236954760320926,0.33592183462340064,0.33592183462340064,9.878445839106575e-09,9.878445839106575e-09,5.481555566318998e-08,5.481555566318998e-08,0.33592183462340064,0.33592183462340064,69,31,69,0,66,0,62,0.215,0
431,0.16255134344100952,13,0.4227501229538066,0.4227501229538066,2.5064441435938646e-14,2.5064441435938646e-14,4.440892098500626e-15,4.440892098500626e-15,0.0,0.0,3.23319669709036e-09,3.23319669709036e-09,3.23319669709036e-09,3.23319669709036e-09,14,14,14,0,14,0,13,0.028,1
432,0.039252519607543945,15,0.6079467030196335,0.6079467030196335,9.098104430846008e-15,9.098104430846008e-15,6.217248937900877e-15,6.217248937900877e-15,0.0,0.0,2.635744516130799e-09,2.635744516130799e-09,2.635744516130799e-09,2.635744516130799e-09,16,16,16,0,16,0,15,0.049,1
433,0.10989728569984436,21,0.06133097959808799,0.06133097959808799,2.5061336211396252e-14,2.5061336211396252e-14,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,2.820310662461931e-09,2.820310662461931e-09,2.820310662461931e-09,2.820310662461931e-09,22,22,22,0,22,0,21,0.184,1
434,0.14990629255771637,24,0.2212014448479515,0.2212014448479515,9.10638462458295e-15,9.10638462458295e-15,3.0015052943088705e-15,3.0015052943088705e-15,0.0,0.0,2.392601387534675e-09,2.392601387534675e-09,2.392601387534675e-09,2.392601387534675e-09,25,25,25,0,25,0,24,0.274,1
435,0.13218489289283752,89,0.38787346364448383,0.38787346364448383,0.0007611392271567306,0.0007611392271567306,0.015143364046719475,0.015143364046719475,4.621082183575709e-08,4.621082183575709e-08,1.1749948740463807e-08,1.1749948740463807e-08,0.015143364046719475,0.015143364046719475,134,55,134,0,99,0,90,0.658,0
436,0.053050801157951355,41,0.02814468445573944,0.02814468445573944,0.0007920646054198337,0.0007920646054198337,0.13003462047705755,0.13003462047705755,9.997517813609136e-09,9.997517813609136e-09,6.8280450434040844e-09,6.8280450434040844e-09,0.13003462047705755,0.13003462047705755,53,22,53,0,47,0,42,0.157,0
437,0.16191673278808594,126,0.5482922645445756,0.5482922645445756,0.00055774246598873,0.00055774246598873,0.013259563768381465,0.013259563768381465,4.849094814574073e-08,4.849094814574073e-08,2.5201099206595843e-09,2.5201099206595843e-09,0.013259563768381465,0.013259563768381465,167,72,167,0,139,0,127,2.718,0
438,0.09103921800851822,25,0.5148618143291558,0.5148618143291558,0.005717553342719839,0.005717553342719839,0.9510457444577245,0.9510457444577245,5.696780380759492e-08,5.696780380759492e-08,4.528803624340997e-08,4.528803624340997e-08,0.9510457444577245,0.9510457444577245,34,12,34,0,29,0,26,0.031,0
439,0.17658331990242004,94,0.5453895100596801,0.5453895100596801,0.0010240916970069064,0.0010240916970069064,0.03636878948449736,0.03636878948449736,5.586602025431375e-08,5.586602025431375e-08,9.53387543997118e-10,9.53387543997118e-10,0.03636878948449736,0.03636878948449736,119,49,119,0,103,0,95,0.453,0
440,0.17329059541225433,48,0.09517256946946936,0.09517256946946936,0.003724900930212394,0.003724900930212394,0.4573877505578521,0.4573877505578521,1.3165574630491506e-08,1.3165574630491506e-08,5.4186198046478336e-09,5.4186198046478336e-09,0.4573877505578521,0.4573877505578521,58,22,58,0,53,0,49,0.073,0
441,0.14609214663505554,19,0.08161808790249674,0.08161808790249674,9.10077673811051e-15,9.10077673811051e-15,7.771561172376096e-16,7.771561172376096e-16,0.0,0.0,3.2738641555671197e-09,3.2738641555671197e-09,3.2738641555671197e-09,3.2738641555671197e-09,20,20,20,0,20,0,19,0.236,1
442,0.10655874758958817,16,0.06292088721180385,0.06292088721180385,2.5072537052490304e-14,2.5072537052490304e-14,1.820158607168665e-15,1.820158607168665e-15,0.0,0.0,6.7941333961042885e-09,6.7941333961042885e-09,6.7941333961042885e-09,6.7941333961042885e-09,17,17,17,0,17,0,16,0.189,1
443,0.12429739534854889,62,0.6286209137770149,0.6286209137770149,0.0006145486187748427,0.0006145486187748427,0.07699681587858277,0.07699681587858277,5.3401739918967905e-08,5.3401739918967905e-08,1.0293891603863788e-08,1.0293891603863788e-08,0.07699681587858277,0.07699681587858277,77,27,77,0,69,0,63,1.373,0
444,0.1552603840827942,105,0.07995911031937712,0.07995911031937712,0.00010757758552332997,0.00010757758552332997,0.00759204631290278,0.00759204631290278,9.986646176685099e-09,9.986646176685099e-09,3.522621976808407e-09,3.522621976808407e-09,0.00759204631290278,0.00759204631290278,157,79,157,0,121,0,106,3.458,0
445,0.11719723045825958,17,0.5867338713486023,0.5867338713486023,9.106286480430451e-15,9.106286480430451e-15,6.217248937900877e-15,6.217248937900877e-15,0.0,0.0,3.865214783660329e-09,3.865214783660329e-09,3.865214783660329e-09,3.865214783660329e-09,18,18,18,0,18,0,17,0.115,1
446,0.1752745658159256,16,0.5249876574803528,0.5249876574803528,9.094474829733346e-15,9.094474829733346e-15,5.329070518200751e-15,5.329070518200751e-15,0.0,0.0,5.430876894845696e-09,5.430876894845696e-09,5.430876894845696e-09,5.430876894845696e-09,17,17,17,0,17,0,16,0.041,1
447,0.1034214124083519,13,0.05976018559872597,0.05976018559872597,2.506074880480068e-14,2.506074880480068e-14,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,5.283150673261624e-09,5.283150673261624e-09,5.283150673261624e-09,5.283150673261624e-09,14,14,14,0,14,0,13,0.07,1
448,0.13962045311927795,63,0.07464833498138923,0.07464833498138923,0.0008565035742943458,0.0008565035742943458,0.20167182647492163,0.20167182647492163,9.946098278312832e-09,9.946098278312832e-09,2.6691574176841816e-08,2.6691574176841816e-08,0.20167182647492163,0.20167182647492163,75,27,75,0,68,0,64,0.287,0
449,0.04341251030564308,14,0.0841635551262175,0.0841635551262175,9.09291880415305e-15,9.09291880415305e-15,2.6645352591003757e-15,2.6645352591003757e-15,0.0,0.0,3.7186567805019264e-09,3.7186567805019264e-09,3.7186567805019264e-09,3.7186567805019264e-09,15,15,15,0,15,0,14,0.133,1
450,0.17876119911670685,15,0.4382984330384289,0.4382984330384289,2.5070710144491347e-14,2.5070710144491347e-14,4.628242233906121e-15,4.628242233906121e-15,0.0,0.0,9.549139372856051e-09,9.549139372856051e-09,9.549139372856051e-09,9.549139372856051e-09,16,16,16,0,16,0,15,0.039,1
451,0.18946079909801483,16,0.12226533082841448,0.12226533082841448,2.5104918144336352e-14,2.5104918144336352e-14,3.1216348950202644e-15,3.1216348950202644e-15,9.776397469352105e-09,9.776397469352105e-09,5.491377802687038e-09,5.491377802687038e-09,5.491377802687038e-09,5.491377802687038e-09,20,17,20,0,17,0,16,0.477,1
452,0.165676087141037,24,0.08703860177597696,0.08703860177597696,9.119893099408317e-15,9.119893099408317e-15,8.79071121451247e-16,8.79071121451247e-16,0.0,0.0,1.3269920217189521e-09,1.3269920217189521e-09,1.3269920217189521e-09,1.3269920217189521e-09,25,25,25,0,25,0,24,0.281,1
453,0.14371486008167267,222,0.1306076808323912,0.1306076808323912,0.00021772540171622815,0.00021772540171622815,0.0029467890140177466,0.0029467890140177466,1.6923201284768652e-08,1.6923201284768652e-08,4.536399099026905e-09,4.536399099026905e-09,0.0029467890140177466,0.0029467890140177466,288,110,288,0,237,0,223,9.703,0
454,0.009607513435184956,17,0.0076478733794650144,0.0076478733794650144,9.092649095296882e-15,9.092649095296882e-15,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,5.0432448993073905e-09,5.0432448993073905e-09,5.0432448993073905e-09,5.0432448993073905e-09,18,18,18,0,18,0,17,0.066,1
455,0.10818134993314743,19,0.08035376140486256,0.08035376140486256,2.5065415849633752e-14,2.5065415849633752e-14,1.5543122344752192e-15,1.5543122344752192e-15,0.0,0.0,5.215558215893469e-09,5.215558215893469e-09,5.215558215893469e-09,5.215558215893469e-09,20,20,20,0,20,0,19,0.192,1
456,0.1717386543750763,95,0.09129633494217126,0.09129633494217126,0.00018456625292278235,0.00018456625292278235,0.01833737210554201,0.01833737210554201,9.992707772354947e-09,9.992707772354947e-09,2.6367303717619527e-09,2.6367303717619527e-09,0.01833737210554201,0.01833737210554201,129,59,129,0,105,0,96,1.123,0
457,0.1594954878091812,14,0.1104973543283749,0.1104973543283749,9.09248755974455e-15,9.09248755974455e-15,1.1102230246251565e-15,1.1102230246251565e-15,0.0,0.0,1.2319022151022001e-09,1.2319022151022001e-09,1.2319022151022001e-09,1.2319022151022001e-09,15,15,15,0,15,0,14,0.026,1
458,0.16174937784671783,18,0.10607144442963279,0.10607144442963279,2.5063545518168153e-14,2.5063545518168153e-14,1.7004626873262652e-15,1.7004626873262652e-15,0.0,0.0,4.553788949897331e-09,4.553788949897331e-09,4.553788949897331e-09,4.553788949897331e-09,19,19,19,0,19,0,18,0.339,1
459,0.19095739722251892,19,0.3826702503704019,0.3826702503704019,2.5067428586859246e-14,2.5067428586859246e-14,5.329070518200751e-15,5.329070518200751e-15,0.0,0.0,5.446137780644365e-09,5.446137780644365e-09,5.446137780644365e-09,5.446137780644365e-09,20,20,20,0,20,0,19,0.355,1
460,0.14355070888996124,73,0.10626943972271663,0.10626943972271663,0.0015170100659930095,0.0015170100659930095,0.1559712787339959,0.1559712787339959,1.6824034387852294e-08,1.6824034387852294e-08,2.9892822773924466e-08,2.9892822773924466e-08,0.1559712787339959,0.1559712787339959,95,42,95,0,80,0,74,0.155,0
461,0.18598149716854095,93,0.15339759962097504,0.15339759962097504,0.0005357923590310065,0.0005357923590310065,0.07352057366524994,0.07352057366524994,1.6914004863366472e-08,1.6914004863366472e-08,1.0794687817461596e-09,1.0794687817461596e-09,0.07352057366524994,0.07352057366524994,123,58,123,0,103,0,94,0.406,0
462,0.0810236930847168,36,0.04925733399428994,0.04925733399428994,0.0017210595367487258,0.0017210595367487258,0.5677502609471885,0.5677502609471885,9.99897920017645e-09,9.99897920017645e-09,5.055998105286013e-09,5.055998105286013e-09,0.5677502609471885,0.5677502609471885,49,18,49,0,41,0,37,0.065,0
463,0.12549932301044464,22,0.2792484328409628,0.2792484328409628,9.099254775621045e-15,9.099254775621045e-15,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,5.815864780526884e-09,5.815864780526884e-09,5.815864780526884e-09,5.815864780526884e-09,23,23,23,0,23,0,22,0.357,1
464,0.07392095029354095,44,0.0445585439346956,0.0445585439346956,0.0004128186294565239,0.0004128186294565239,0.39880319526895563,0.39880319526895563,9.999545524941311e-09,9.999545524941311e-09,9.859268995561154e-09,9.859268995561154e-09,0.39880319526895563,0.39880319526895563,55,22,55,0,49,0,45,0.237,0
465,0.13856422901153564,21,0.1437035666712856,0.1437035666712856,2.507619624640297e-14,2.507619624640297e-14,3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,3.2931687660693674e-09,3.2931687660693674e-09,3.2931687660693674e-09,3.2931687660693674e-09,22,22,22,0,22,0,21,0.371,1
466,0.16249848902225494,25,0.10612804255789629,0.10612804255789629,9.124645483638005e-15,9.124645483638005e-15,1.6132928326584306e-15,1.6132928326584306e-15,0.0,0.0,1.7721597202530286e-09,1.7721597202530286e-09,1.7721597202530286e-09,1.7721597202530286e-09,29,26,29,0,26,0,25,0.149,1
467,0.04374522343277931,18,0.2363953747960886,0.2363953747960886,9.10035935497433e-15,9.10035935497433e-15,6.087144677202616e-15,6.087144677202616e-15,0.0,0.0,2.9197311808880136e-09,2.9197311808880136e-09,2.9197311808880136e-09,2.9197311808880136e-09,19,19,19,0,19,0,18,0.165,1
468,0.16758042573928833,13,0.2975879499218585,0.2975879499218585,2.5072475979677728e-14,2.5072475979677728e-14,4.520689378395559e-15,4.520689378395559e-15,0.0,0.0,4.221047162210703e-09,4.221047162210703e-09,4.221047162210703e-09,4.221047162210703e-09,14,14,14,0,14,0,13,0.064,1
469,0.12874111533164978,18,0.08278773353173023,0.08278773353173023,9.099714901867812e-15,9.099714901867812e-15,8.881784197001252e-16,8.881784197001252e-16,0.0,0.0,1.0719694491731484e-09,1.0719694491731484e-09,1.0719694491731484e-09,1.0719694491731484e-09,19,19,19,0,19,0,18,0.062,1
470,0.10219673812389374,115,0.05867258863791383,0.05867258863791383,0.0005598120180252408,0.0005598120180252408,0.018797244643601663,0.018797244643601663,9.994663874302034e-09,9.994663874302034e-09,1.4254209114336332e-08,1.4254209114336332e-08,0.018797244643601663,0.018797244643601663,183,75,183,0,127,0,116,0.308,0
471,0.17757394909858704,16,0.14692964025990365,0.14692964025990365,2.5100459998176716e-14,2.5100459998176716e-14,2.1024848528838902e-15,2.1024848528838902e-15,3.252750735427412e-09,3.252750735427412e-09,3.1010013561923993e-09,3.1010013561923993e-09,3.1010013561923993e-09,3.1010013561923993e-09,17,17,17,0,17,0,16,0.042,1
472,0.19021925330162048,12,0.11756498741824625,0.11756498741824625,2.5065081405622846e-14,2.5065081405622846e-14,1.2958384365546749e-15,1.2958384365546749e-15,0.0,0.0,2.972517566313325e-09,2.972517566313325e-09,2.972517566313325e-09,2.972517566313325e-09,13,13,13,0,13,0,12,0.04,1
473,0.06538406014442444,22,0.03645305411755827,0.03645305411755827,9.135757708873034e-15,9.135757708873034e-15,6.112731848473274e-16,6.112731848473274e-16,9.862007877003975e-10,9.862007877003975e-10,5.817815516159516e-09,5.817815516159516e-09,5.817815516159516e-09,5.817815516159516e-09,23,23,23,0,23,0,22,0.374,1
