i,cost
261,1.3188176155090332
262,7.882258415222168
263,0.1236814334988594
264,0.35686272382736206
265,0.12441616505384445
266,37.938194274902344
267,0.16717447340488434
268,0.6377655863761902
269,0.4645273685455322
270,0.22944055497646332
271,44.5469856262207
272,46.19618606567383
273,0.4848456382751465
274,0.08041223138570786
275,27.433452606201172
276,0.19739249348640442
277,0.11140087246894836
278,0.2197784036397934
279,44.00125503540039
280,0.054765257984399796
281,0.5160943269729614
282,0.07291625440120697
283,0.392868310213089
284,26.723262786865234
285,0.18388347327709198
286,0.11504264175891876
287,0.10673943907022476
288,0.40686509013175964
289,0.19890278577804565
290,0.10582652688026428
291,22.51848793029785
292,0.16348831355571747
293,0.17959856986999512
294,7.223196506500244
295,0.1519869714975357
296,30.02071762084961
297,0.22576972842216492
298,0.08481913059949875
299,0.11226283758878708
300,0.15572650730609894
301,0.10716443508863449
302,0.24094612896442413
303,0.11715084314346313
304,4.5659499168396
305,27.632125854492188
306,0.08301408588886261
307,0.18587751686573029
308,0.21005308628082275
309,15.51034927368164
310,43.67317581176758
311,0.13516627252101898
312,12.146994590759277
313,0.16622723639011383
314,0.02883066050708294
315,0.14226192235946655
316,3.2990429401397705
317,0.14322073757648468
318,0.0862027183175087
319,0.38857173919677734
320,0.11093823611736298
321,0.14331576228141785
322,1.431485891342163
323,23.806474685668945
324,2.528238534927368
325,11.038707733154297
326,6.731533527374268
327,0.18775880336761475
328,0.15946635603904724
329,3.0230214595794678
330,27.099441528320312
331,26.779144287109375
332,2.577348232269287
333,0.12107453495264053
334,5.012099742889404
335,0.8848649263381958
336,37.082054138183594
337,0.3008430302143097
338,1.4352630376815796
339,0.9852858185768127
340,0.32252776622772217
341,0.19767621159553528
342,13.230616569519043
343,0.1413179636001587
344,25.474016189575195
345,0.18664182722568512
346,1.1815193891525269
347,0.566257894039154
348,5.15928316116333
349,41.146484375
350,0.17292967438697815
351,5.141047954559326
352,14.520550727844238
353,0.17289437353610992
354,0.12278953939676285
355,0.25006431341171265
356,5.717950820922852
357,0.21192310750484467
358,0.07565758377313614
359,37.6181755065918
360,0.7136635780334473
361,0.015806853771209717
362,23.32513427734375
363,5.377964019775391
364,3.701306104660034
365,0.20973564684391022
366,0.39797085523605347
367,40.62232208251953
368,0.12268777191638947
369,0.192818284034729
370,0.7581337094306946
371,0.15523439645767212
372,38.276309967041016
373,30.00366973876953
374,0.23423631489276886
375,0.11920905858278275
376,0.10542649775743484
377,0.12387935072183609
378,0.30443045496940613
379,0.37657231092453003
380,0.15418478846549988
381,2.543973445892334
382,0.2619903087615967
383,0.9348108172416687
384,0.475222647190094
385,0.058472346514463425
386,16.93979263305664
387,0.1306653469800949
388,1.3158389329910278
389,4.589420318603516
390,0.22290456295013428
391,0.5264365673065186
392,12.35796070098877
393,0.11484186351299286
394,0.22489836812019348
395,2.660672903060913
396,6.9504499435424805
397,0.4437973201274872
398,1.2997173070907593
399,30.92670249938965
